samplingID;date;station;sample;number of shrimp;length
242;07/06/1999;5;3;1;10
242;07/06/1999;5;3;1;14
242;07/06/1999;5;3;1;18
242;07/06/1999;5;3;2;15
242;07/06/1999;5;4;1;25
242;07/06/1999;5;4;1;12
242;07/06/1999;5;4;1;22
243;08/06/1999;1;1;2;12
243;08/06/1999;1;1;1;22
243;08/06/1999;1;1;2;13
243;08/06/1999;1;2;2;17
243;08/06/1999;1;2;2;14
243;08/06/1999;1;2;2;11
243;08/06/1999;1;2;4;8
243;08/06/1999;1;2;4;6
243;08/06/1999;1;2;1;12
243;08/06/1999;1;3;4;6
243;08/06/1999;1;3;1;21
243;08/06/1999;1;3;1;12
243;08/06/1999;1;3;1;11
243;08/06/1999;1;3;6;7
243;08/06/1999;1;3;2;9
243;08/06/1999;1;4;1;13
243;08/06/1999;1;4;2;9
243;08/06/1999;1;4;2;8
243;08/06/1999;1;4;1;22
243;08/06/1999;2;1;1;6
243;08/06/1999;2;1;2;12
243;08/06/1999;2;1;1;21
243;08/06/1999;2;1;2;7
243;08/06/1999;2;1;2;14
243;08/06/1999;2;1;2;13
243;08/06/1999;2;1;1;10
243;08/06/1999;2;1;2;11
243;08/06/1999;2;2;2;11
243;08/06/1999;2;2;2;19
243;08/06/1999;2;2;1;18
243;08/06/1999;2;2;1;15
243;08/06/1999;2;2;2;14
243;08/06/1999;2;2;1;12
243;08/06/1999;2;2;2;10
243;08/06/1999;2;2;1;9
243;08/06/1999;2;2;2;8
243;08/06/1999;2;2;3;7
243;08/06/1999;2;2;2;6
243;08/06/1999;2;2;1;13
243;08/06/1999;2;3;1;10
243;08/06/1999;2;3;1;15
243;08/06/1999;2;3;2;11
243;08/06/1999;2;3;2;14
243;08/06/1999;2;3;4;12
243;08/06/1999;2;3;3;9
243;08/06/1999;2;3;3;7
243;08/06/1999;2;4;2;11
243;08/06/1999;2;4;2;12
243;08/06/1999;2;4;3;13
243;08/06/1999;2;4;1;19
243;08/06/1999;2;4;1;21
243;08/06/1999;2;4;2;10
243;08/06/1999;2;4;4;9
243;08/06/1999;2;4;1;8
243;08/06/1999;2;4;1;6
243;08/06/1999;2;4;2;7
243;08/06/1999;3;1;2;15
243;08/06/1999;3;1;1;8
243;08/06/1999;3;1;2;21
243;08/06/1999;3;2;1;6
243;08/06/1999;3;2;1;13
243;08/06/1999;3;2;1;11
243;08/06/1999;3;2;2;8
243;08/06/1999;3;2;1;7
243;08/06/1999;3;3;1;25
243;08/06/1999;3;3;3;8
243;08/06/1999;3;3;1;17
243;08/06/1999;3;3;1;9
243;08/06/1999;3;3;1;7
243;08/06/1999;3;3;4;6
243;08/06/1999;3;3;1;5
243;08/06/1999;3;3;1;13
243;08/06/1999;3;4;2;5
243;08/06/1999;3;4;1;21
243;08/06/1999;3;4;1;18
243;08/06/1999;3;4;1;16
243;08/06/1999;3;4;1;14
243;08/06/1999;3;4;1;11
243;08/06/1999;3;4;3;6
243;08/06/1999;3;4;5;7
244;22/06/1999;4;1;1;7
244;22/06/1999;4;1;1;5
244;22/06/1999;4;1;1;8
244;22/06/1999;4;1;1;9
244;22/06/1999;4;1;1;10
244;22/06/1999;4;1;1;15
244;22/06/1999;4;1;1;17
244;22/06/1999;4;1;1;18
244;22/06/1999;4;1;1;21
244;22/06/1999;4;1;1;26
244;22/06/1999;4;2;1;6
244;22/06/1999;4;2;2;7
244;22/06/1999;4;2;2;8
244;22/06/1999;4;2;2;9
244;22/06/1999;4;2;2;18
244;22/06/1999;4;2;1;17
244;22/06/1999;4;2;1;14
244;22/06/1999;4;2;1;13
244;22/06/1999;4;2;2;11
244;22/06/1999;4;2;1;10
244;22/06/1999;4;3;2;17
244;22/06/1999;4;3;1;36
244;22/06/1999;4;3;1;16
244;22/06/1999;4;3;1;15
244;22/06/1999;4;3;1;10
244;22/06/1999;4;3;2;9
244;22/06/1999;4;4;1;17
244;22/06/1999;4;4;1;18
244;22/06/1999;4;4;3;13
244;22/06/1999;4;4;2;11
244;22/06/1999;4;4;1;7
244;22/06/1999;5;1;1;27
244;22/06/1999;5;1;2;25
244;22/06/1999;5;1;1;15
244;22/06/1999;5;1;2;13
244;22/06/1999;5;1;1;9
244;22/06/1999;5;1;1;17
244;22/06/1999;5;2;2;16
244;22/06/1999;5;2;1;15
244;22/06/1999;5;2;1;13
244;22/06/1999;5;2;1;11
244;22/06/1999;5;2;1;19
244;22/06/1999;5;2;1;25
244;22/06/1999;5;2;1;27
244;22/06/1999;5;2;1;33
244;22/06/1999;5;3;1;15
244;22/06/1999;5;3;1;25
244;22/06/1999;5;3;2;23
244;22/06/1999;5;4;1;14
244;22/06/1999;5;4;2;8
244;22/06/1999;5;4;1;9
244;22/06/1999;5;4;1;12
244;22/06/1999;5;4;1;16
244;22/06/1999;5;4;1;22
244;22/06/1999;5;4;1;23
244;22/06/1999;5;4;1;10
244;22/06/1999;5;4;1;6
245;23/06/1999;1;1;2;8
245;23/06/1999;1;1;2;9
245;23/06/1999;1;1;3;10
245;23/06/1999;1;1;3;11
245;23/06/1999;1;2;2;9
245;23/06/1999;1;2;1;7
245;23/06/1999;1;2;5;10
245;23/06/1999;1;2;1;12
245;23/06/1999;1;2;1;13
245;23/06/1999;1;2;1;14
245;23/06/1999;1;3;4;6
245;23/06/1999;1;3;3;7
245;23/06/1999;1;3;2;8
245;23/06/1999;1;3;2;11
245;23/06/1999;1;3;2;10
245;23/06/1999;1;3;3;9
245;23/06/1999;1;4;2;17
245;23/06/1999;1;4;1;20
245;23/06/1999;1;4;2;18
245;23/06/1999;1;4;1;14
245;23/06/1999;1;4;2;11
245;23/06/1999;1;4;2;10
245;23/06/1999;2;1;1;13
245;23/06/1999;2;1;1;18
245;23/06/1999;2;1;2;14
245;23/06/1999;2;1;3;10
245;23/06/1999;2;1;6;9
245;23/06/1999;2;2;3;10
245;23/06/1999;2;2;3;9
245;23/06/1999;2;3;1;20
245;23/06/1999;2;3;1;19
245;23/06/1999;2;3;2;15
245;23/06/1999;2;3;2;14
245;23/06/1999;2;3;3;12
245;23/06/1999;2;3;2;10
245;23/06/1999;2;3;1;5
245;23/06/1999;2;3;2;9
245;23/06/1999;2;4;1;8
245;23/06/1999;2;4;2;10
245;23/06/1999;2;4;1;11
245;23/06/1999;2;4;1;13
245;23/06/1999;3;1;1;12
245;23/06/1999;3;1;1;13
245;23/06/1999;3;2;1;17
245;23/06/1999;3;2;2;15
245;23/06/1999;3;2;1;18
245;23/06/1999;3;2;1;6
245;23/06/1999;3;3;1;20
245;23/06/1999;3;4;1;14
245;23/06/1999;3;4;1;11
245;23/06/1999;3;4;1;12
246;07/07/1999;1;1;2;13
246;07/07/1999;1;1;2;10
246;07/07/1999;1;1;2;12
246;07/07/1999;1;1;1;9
246;07/07/1999;1;1;1;11
246;07/07/1999;1;2;2;11
246;07/07/1999;1;2;4;12
246;07/07/1999;1;2;3;13
246;07/07/1999;1;2;2;14
246;07/07/1999;1;3;1;9
246;07/07/1999;1;3;1;10
246;07/07/1999;1;3;1;11
246;07/07/1999;1;3;4;12
246;07/07/1999;1;3;1;13
246;07/07/1999;1;3;3;14
246;07/07/1999;1;3;1;15
246;07/07/1999;1;4;6;8
246;07/07/1999;1;4;1;22
246;07/07/1999;1;4;1;14
246;07/07/1999;1;4;4;13
246;07/07/1999;1;4;3;12
246;07/07/1999;1;4;1;7
246;07/07/1999;2;1;1;15
246;07/07/1999;2;1;1;13
246;07/07/1999;2;1;1;11
246;07/07/1999;2;2;1;15
246;07/07/1999;2;2;1;12
246;07/07/1999;2;2;1;19
246;07/07/1999;2;3;1;15
246;07/07/1999;2;3;1;18
246;07/07/1999;2;3;1;16
246;07/07/1999;2;3;1;11
246;07/07/1999;2;4;1;12
246;07/07/1999;2;4;1;10
246;07/07/1999;2;4;1;11
246;07/07/1999;3;1;3;15
246;07/07/1999;3;1;1;20
246;07/07/1999;3;1;1;19
246;07/07/1999;3;1;1;18
246;07/07/1999;3;1;1;13
246;07/07/1999;3;1;1;9
246;07/07/1999;3;2;1;10
246;07/07/1999;3;2;1;8
246;07/07/1999;3;2;1;14
246;07/07/1999;3;2;1;15
246;07/07/1999;3;2;1;17
246;07/07/1999;3;2;1;18
246;07/07/1999;3;3;1;11
246;07/07/1999;3;3;1;13
246;07/07/1999;3;3;2;15
246;07/07/1999;3;3;1;16
246;07/07/1999;3;3;1;18
246;07/07/1999;3;3;1;19
246;07/07/1999;3;4;1;6
246;07/07/1999;3;4;2;11
246;07/07/1999;3;4;2;18
246;07/07/1999;3;4;5;15
247;08/07/1999;4;1;1;14
247;08/07/1999;4;1;1;8
247;08/07/1999;4;1;1;13
247;08/07/1999;4;1;1;19
247;08/07/1999;4;1;1;7
247;08/07/1999;4;2;1;11
247;08/07/1999;4;2;2;16
247;08/07/1999;4;2;1;19
247;08/07/1999;4;2;1;22
247;08/07/1999;4;3;2;9
247;08/07/1999;4;3;1;10
247;08/07/1999;4;3;1;13
247;08/07/1999;4;3;1;22
247;08/07/1999;4;3;1;18
247;08/07/1999;4;4;1;19
247;08/07/1999;4;4;1;17
247;08/07/1999;4;4;1;11
247;08/07/1999;5;1;1;20
247;08/07/1999;5;1;2;24
247;08/07/1999;5;1;1;23
247;08/07/1999;5;1;1;13
247;08/07/1999;5;1;1;9
247;08/07/1999;5;2;1;16
247;08/07/1999;5;2;1;23
247;08/07/1999;5;2;1;13
247;08/07/1999;5;2;1;25
247;08/07/1999;5;2;1;10
247;08/07/1999;5;2;1;8
247;08/07/1999;5;3;1;23
247;08/07/1999;5;3;1;22
247;08/07/1999;5;3;2;17
247;08/07/1999;5;3;1;13
247;08/07/1999;5;3;1;8
247;08/07/1999;5;3;1;25
247;08/07/1999;5;3;1;26
247;08/07/1999;5;3;1;34
247;08/07/1999;5;3;1;38
247;08/07/1999;5;4;3;20
247;08/07/1999;5;4;1;6
247;08/07/1999;5;4;1;8
247;08/07/1999;5;4;1;9
247;08/07/1999;5;4;1;19
247;08/07/1999;5;4;1;21
247;08/07/1999;5;4;1;25
247;08/07/1999;5;4;2;24
247;08/07/1999;5;4;1;12
248;14/07/1999;1;1;1;10
248;14/07/1999;1;1;1;13
248;14/07/1999;1;1;1;11
248;14/07/1999;1;1;2;15
248;14/07/1999;1;2;1;11
248;14/07/1999;1;2;4;12
248;14/07/1999;1;2;1;15
248;14/07/1999;1;3;1;11
248;14/07/1999;1;3;1;15
248;14/07/1999;1;3;1;17
248;14/07/1999;1;3;1;14
248;14/07/1999;1;4;2;15
248;14/07/1999;2;1;2;16
248;14/07/1999;2;2;1;6
248;14/07/1999;2;2;1;12
248;14/07/1999;2;2;2;19
248;14/07/1999;2;3;1;14
248;14/07/1999;2;3;1;11
248;14/07/1999;2;4;1;11
248;14/07/1999;2;4;1;14
248;14/07/1999;2;4;1;15
248;14/07/1999;2;4;1;19
248;14/07/1999;2;4;1;13
248;14/07/1999;3;1;1;16
248;14/07/1999;3;1;1;17
248;14/07/1999;3;2;1;19
248;14/07/1999;3;3;1;14
248;14/07/1999;3;3;1;23
248;14/07/1999;3;3;4;5
248;14/07/1999;3;4;1;17
248;14/07/1999;3;4;1;13
248;14/07/1999;3;4;1;15
248;14/07/1999;3;4;2;18
248;14/07/1999;3;4;1;14
249;21/07/1999;4;1;1;7
249;21/07/1999;4;2;1;15
249;21/07/1999;4;2;1;12
249;21/07/1999;4;2;1;19
249;21/07/1999;4;2;1;21
249;21/07/1999;4;2;1;22
249;21/07/1999;4;2;1;8
249;21/07/1999;4;3;1;18
249;21/07/1999;4;3;1;34
249;21/07/1999;4;3;1;6
249;21/07/1999;4;3;1;7
249;21/07/1999;4;3;1;8
249;21/07/1999;4;3;1;20
249;21/07/1999;4;4;1;10
249;21/07/1999;4;4;1;17
249;21/07/1999;4;4;1;9
249;21/07/1999;5;1;1;24
249;21/07/1999;5;2;1;16
249;21/07/1999;5;2;1;17
249;21/07/1999;5;2;1;19
249;21/07/1999;5;2;0.5;32
249;21/07/1999;5;3;1;22
249;21/07/1999;5;3;1;8
249;21/07/1999;5;3;1;6
249;21/07/1999;5;4;1;41
249;21/07/1999;5;4;1;14
250;28/07/1999;1;1;2;10
250;28/07/1999;1;1;1;15
250;28/07/1999;1;1;1;16
250;28/07/1999;1;2;2;10
250;28/07/1999;1;2;1;13
250;28/07/1999;1;3;1;8
250;28/07/1999;1;3;1;10
250;28/07/1999;1;3;1;13
250;28/07/1999;1;3;1;14
250;28/07/1999;1;3;1;19
250;28/07/1999;1;3;1;9
250;28/07/1999;1;4;1;8
250;28/07/1999;2;1;1;11
250;28/07/1999;2;2;1;10
250;28/07/1999;2;2;1;11
250;28/07/1999;2;2;1;9
250;28/07/1999;2;3;1;11
250;28/07/1999;2;3;2;9
250;28/07/1999;2;3;1;14
250;28/07/1999;2;4;2;9
250;28/07/1999;2;4;1;11
250;28/07/1999;3;1;1;12
250;28/07/1999;3;2;2;8
250;28/07/1999;3;2;1;13
250;28/07/1999;3;3;1;7
250;28/07/1999;3;3;1;8
250;28/07/1999;3;4;1;22
250;28/07/1999;3;4;1;18
251;29/07/1999;4;1;1;7
251;29/07/1999;4;1;1;19
251;29/07/1999;4;1;1;18
251;29/07/1999;4;2;1;8
251;29/07/1999;4;2;1;9
251;29/07/1999;4;2;1;10
251;29/07/1999;4;3;1;10
251;29/07/1999;4;3;1;17
251;29/07/1999;4;3;1;30
251;29/07/1999;4;3;1;12
251;29/07/1999;5;1;1;51
251;29/07/1999;5;1;2;22
251;29/07/1999;5;1;1;20
251;29/07/1999;5;1;1;9
251;29/07/1999;5;1;1;10
251;29/07/1999;5;2;1;7
251;29/07/1999;5;2;2;8
251;29/07/1999;5;2;1;20
251;29/07/1999;5;2;1;12
251;29/07/1999;5;3;1;8
251;29/07/1999;5;3;1;9
251;29/07/1999;5;3;1;10
251;29/07/1999;5;3;1;13
251;29/07/1999;5;3;1;21
251;29/07/1999;5;3;1;7
251;29/07/1999;5;4;1;18
251;29/07/1999;5;4;2;13
251;29/07/1999;5;4;1;19
251;29/07/1999;5;4;2;9
252;07/09/1999;1;1;1;6
252;07/09/1999;1;1;1;7
252;07/09/1999;1;1;1;9
252;07/09/1999;1;1;2;10
252;07/09/1999;1;1;1;11
252;07/09/1999;1;1;1;13
252;07/09/1999;1;1;1;17
252;07/09/1999;1;1;1;18
252;07/09/1999;1;2;3;7
252;07/09/1999;1;2;2;6
252;07/09/1999;1;2;1;8
252;07/09/1999;1;2;1;10
252;07/09/1999;1;3;2;18
252;07/09/1999;1;3;1;17
252;07/09/1999;1;3;1;12
252;07/09/1999;1;4;2;6
252;07/09/1999;1;4;1;8
252;07/09/1999;2;1;1;17
252;07/09/1999;2;1;3;16
252;07/09/1999;2;1;1;12
252;07/09/1999;2;1;2;10
252;07/09/1999;2;1;1;7
252;07/09/1999;2;2;1;11
252;07/09/1999;2;2;2;7
252;07/09/1999;2;2;4;10
252;07/09/1999;2;2;1;9
252;07/09/1999;2;2;1;6
252;07/09/1999;2;3;1;22
252;07/09/1999;2;3;1;12
252;07/09/1999;2;3;2;10
252;07/09/1999;2;3;1;8
252;07/09/1999;2;3;1;6
252;07/09/1999;2;4;3;5
252;07/09/1999;2;4;1;12
252;07/09/1999;2;4;1;16
252;07/09/1999;2;4;1;19
252;07/09/1999;2;4;1;21
252;07/09/1999;2;4;1;11
252;07/09/1999;2;4;1;14
252;07/09/1999;3;1;1;17
252;07/09/1999;3;1;1;7
252;07/09/1999;3;2;1;11
252;07/09/1999;3;2;1;18
252;07/09/1999;3;2;1;21
252;07/09/1999;3;3;1;15
253;08/09/1999;4;1;1;6
253;08/09/1999;4;2;1;35
253;08/09/1999;4;2;1;6
253;08/09/1999;4;3;1;35
253;08/09/1999;4;4;1;8
253;08/09/1999;5;1;1;12
253;08/09/1999;5;1;1;33
253;08/09/1999;5;2;1;7
253;08/09/1999;5;3;1;6
253;08/09/1999;5;3;1;20
254;22/09/1999;1;1;1;8
254;22/09/1999;1;1;1;9
254;22/09/1999;1;1;1;10
254;22/09/1999;1;1;3;11
254;22/09/1999;1;1;1;12
254;22/09/1999;1;1;1;16
254;22/09/1999;1;1;1;17
254;22/09/1999;1;1;1;22
254;22/09/1999;1;2;1;15
254;22/09/1999;1;2;1;7
254;22/09/1999;1;2;3;8
254;22/09/1999;1;2;1;14
254;22/09/1999;1;2;1;20
254;22/09/1999;1;2;1;16
254;22/09/1999;1;3;2;10
254;22/09/1999;1;3;4;8
254;22/09/1999;1;3;2;11
254;22/09/1999;1;3;1;13
254;22/09/1999;1;3;2;14
254;22/09/1999;1;3;1;15
254;22/09/1999;1;4;1;8
254;22/09/1999;1;4;5;9
254;22/09/1999;1;4;1;12
254;22/09/1999;1;4;2;17
254;22/09/1999;1;4;1;19
254;22/09/1999;2;1;1;28
254;22/09/1999;2;1;1;22
254;22/09/1999;2;1;2;10
254;22/09/1999;2;1;1;11
254;22/09/1999;2;1;2;16
254;22/09/1999;2;2;1;17
254;22/09/1999;2;2;2;12
254;22/09/1999;2;2;2;10
254;22/09/1999;2;2;1;6
254;22/09/1999;2;3;1;8
254;22/09/1999;2;3;2;21
254;22/09/1999;2;3;1;19
254;22/09/1999;2;3;1;17
254;22/09/1999;2;3;1;15
254;22/09/1999;2;3;1;9
254;22/09/1999;2;3;2;7
254;22/09/1999;2;3;1;12
254;22/09/1999;2;4;1;6
254;22/09/1999;2;4;1;7
254;22/09/1999;2;4;1;11
254;22/09/1999;2;4;1;12
254;22/09/1999;2;4;1;14
254;22/09/1999;2;4;1;15
254;22/09/1999;2;4;1;19
254;22/09/1999;2;4;2;10
254;22/09/1999;3;1;1;15
254;22/09/1999;3;2;1;21
254;22/09/1999;3;3;1;12
254;22/09/1999;3;3;1;10
254;22/09/1999;3;3;1;13
254;22/09/1999;3;3;1;14
254;22/09/1999;3;4;2;7
254;22/09/1999;3;4;1;6
254;22/09/1999;3;4;1;12
255;23/09/1999;4;1;1;11
255;23/09/1999;4;1;1;9
255;23/09/1999;4;2;1;10
255;23/09/1999;4;3;1;13
255;23/09/1999;4;3;1;9
255;23/09/1999;4;4;1;20
255;23/09/1999;4;4;1;12
255;23/09/1999;4;4;1;7
255;23/09/1999;4;4;3;5
255;23/09/1999;4;4;1;9
255;23/09/1999;5;1;1;32
255;23/09/1999;5;2;1;10
255;23/09/1999;5;2;1;26
255;23/09/1999;5;2;1;5
255;23/09/1999;5;3;1;27
255;23/09/1999;5;3;1;8
255;23/09/1999;5;4;0;
256;04/10/1999;1;1;2;25
256;04/10/1999;1;2;1;16
256;04/10/1999;1;2;1;10
256;04/10/1999;1;3;1;12
256;04/10/1999;1;3;1;17
256;04/10/1999;1;4;1;13
256;04/10/1999;2;1;1;24
256;04/10/1999;2;1;1;13
256;04/10/1999;2;1;1;11
256;04/10/1999;2;2;1;15
256;04/10/1999;2;2;1;10
256;04/10/1999;2;2;1;18
256;04/10/1999;2;3;1;20
256;04/10/1999;2;3;1;15
256;04/10/1999;2;3;1;12
256;04/10/1999;2;3;1;8
256;04/10/1999;2;3;1;10
256;04/10/1999;2;4;1;18
256;04/10/1999;2;4;1;19
256;04/10/1999;2;4;1;20
256;04/10/1999;2;4;1;40
256;04/10/1999;3;1;1;12
256;04/10/1999;3;2;1;19
256;04/10/1999;3;2;0.5;25
256;04/10/1999;3;3;1;24
256;04/10/1999;3;4;2;11
256;04/10/1999;3;4;1;9
256;04/10/1999;3;4;1;21
257;05/10/1999;4;1;1;14
257;05/10/1999;5;1;1;36
257;05/10/1999;5;2;1;29
257;05/10/1999;5;2;1;38
257;05/10/1999;5;3;1;5
257;05/10/1999;5;3;1;31
257;05/10/1999;5;3;1;49
257;05/10/1999;5;4;1;8
258;19/04/2000;1;1;4;9
258;19/04/2000;1;1;1;6
258;19/04/2000;1;1;1;5
258;19/04/2000;1;2;1;7
258;19/04/2000;1;2;1;9
258;19/04/2000;1;2;1;10
258;19/04/2000;1;3;2;6
258;19/04/2000;1;3;4;7
258;19/04/2000;1;3;1;8
258;19/04/2000;1;3;2;9
258;19/04/2000;2;1;1;7
258;19/04/2000;2;2;1;11
258;19/04/2000;3;1;4;7
258;19/04/2000;3;1;1;11
258;19/04/2000;3;1;1;26
258;19/04/2000;3;1;4;6
258;19/04/2000;3;2;6;6
258;19/04/2000;3;2;5;7
258;19/04/2000;3;2;2;9
258;19/04/2000;3;2;1;11
258;19/04/2000;3;3;3;6
258;19/04/2000;3;3;1;7
258;19/04/2000;3;4;1;6
259;26/04/2000;4;1;1;11
259;26/04/2000;4;1;1;9
259;26/04/2000;5;1;1;6
259;26/04/2000;5;1;1;7
259;26/04/2000;5;1;2;8
259;26/04/2000;5;1;2;9
259;26/04/2000;5;2;2;8
259;26/04/2000;5;2;1;6
259;26/04/2000;5;2;2;7
259;26/04/2000;5;3;1;10
259;26/04/2000;5;3;1;6
259;26/04/2000;5;3;3;11
259;26/04/2000;5;3;2;9
259;26/04/2000;5;3;2;8
259;26/04/2000;5;3;1;12
259;26/04/2000;5;4;1;10
259;26/04/2000;5;4;3;9
259;26/04/2000;5;4;1;8
259;26/04/2000;5;4;2;7
259;26/04/2000;5;4;3;6
260;02/05/2000;1;1;1;7
260;02/05/2000;1;1;1;10
260;02/05/2000;1;1;1;14
260;02/05/2000;1;1;1;17
260;02/05/2000;1;2;1;7
260;02/05/2000;1;2;1;11
260;02/05/2000;1;2;1;9
260;02/05/2000;1;3;1;7
260;02/05/2000;1;3;1;8
260;02/05/2000;1;3;1;10
260;02/05/2000;1;3;2;11
260;02/05/2000;1;3;1;12
260;02/05/2000;1;4;2;13
260;02/05/2000;1;4;1;11
260;02/05/2000;1;4;2;16
260;02/05/2000;2;1;1;7
260;02/05/2000;2;2;1;11
260;02/05/2000;2;2;1;13
260;02/05/2000;2;3;1;7
260;02/05/2000;2;4;2;14
260;02/05/2000;2;4;1;7
260;02/05/2000;3;1;2;6
260;02/05/2000;3;1;2;7
260;02/05/2000;3;1;2;8
260;02/05/2000;3;1;1;13
260;02/05/2000;3;2;2;9
260;02/05/2000;3;2;2;7
260;02/05/2000;3;2;3;8
260;02/05/2000;3;2;1;10
260;02/05/2000;3;2;1;11
260;02/05/2000;3;3;2;10
260;02/05/2000;3;3;1;8
260;02/05/2000;3;3;1;11
260;02/05/2000;3;3;2;13
260;02/05/2000;3;3;2;7
260;02/05/2000;3;4;1;6
260;02/05/2000;3;4;4;7
260;02/05/2000;3;4;1;10
260;02/05/2000;3;4;1;13
260;02/05/2000;3;4;1;12
261;03/05/2000;4;1;1;7
261;03/05/2000;4;1;1;9
261;03/05/2000;4;1;1;14
261;03/05/2000;4;1;1;16
261;03/05/2000;4;2;3;7
261;03/05/2000;4;2;1;12
261;03/05/2000;4;2;1;13
261;03/05/2000;4;3;1;13
261;03/05/2000;4;3;2;10
261;03/05/2000;4;3;2;14
261;03/05/2000;4;3;1;16
261;03/05/2000;4;3;1;7
261;03/05/2000;4;3;1;6
261;03/05/2000;4;4;1;16
261;03/05/2000;4;4;2;8
261;03/05/2000;4;4;1;9
261;03/05/2000;4;4;1;10
261;03/05/2000;5;1;1;11
261;03/05/2000;5;1;1;14
261;03/05/2000;5;1;1;15
261;03/05/2000;5;1;1;16
261;03/05/2000;5;1;1;8
261;03/05/2000;5;1;1;7
261;03/05/2000;5;2;1;15
261;03/05/2000;5;2;1;8
261;03/05/2000;5;2;1;12
261;03/05/2000;5;2;1;9
261;03/05/2000;5;3;1;8
261;03/05/2000;5;3;2;9
261;03/05/2000;5;3;1;12
261;03/05/2000;5;3;1;13
261;03/05/2000;5;3;1;15
261;03/05/2000;5;4;1;8
261;03/05/2000;5;4;1;7
261;03/05/2000;5;4;1;10
261;03/05/2000;5;4;2;11
261;03/05/2000;5;4;1;13
261;03/05/2000;5;4;2;9
262;15/05/2000;4;1;1;20
262;15/05/2000;4;2;1;6
262;15/05/2000;4;2;1;4
262;15/05/2000;4;3;1;5
262;15/05/2000;4;3;2;7
262;15/05/2000;4;3;1;9
262;15/05/2000;4;3;1;15
262;15/05/2000;4;3;1;16
262;15/05/2000;4;3;1;45
262;15/05/2000;4;3;1;12
262;15/05/2000;4;4;2;12
262;15/05/2000;4;4;1;8
262;15/05/2000;5;1;1;13
262;15/05/2000;5;1;1;14
262;15/05/2000;5;1;2;10
262;15/05/2000;5;1;1;8
262;15/05/2000;5;2;2;9
262;15/05/2000;5;2;1;11
262;15/05/2000;5;2;1;10
262;15/05/2000;5;3;1;17
262;15/05/2000;5;4;1;13
262;15/05/2000;5;4;1;8
262;15/05/2000;5;4;1;14
262;15/05/2000;5;4;1;16
262;15/05/2000;5;4;1;6
263;16/05/2000;1;1;1;15
263;16/05/2000;1;2;1;14
263;16/05/2000;1;2;1;8
263;16/05/2000;1;2;2;7
263;16/05/2000;1;3;1;17
263;16/05/2000;1;4;1;13
263;16/05/2000;2;1;1;8
263;16/05/2000;2;2;1;8
263;16/05/2000;2;2;1;11
263;16/05/2000;3;1;1;10
263;16/05/2000;3;1;1;5
263;16/05/2000;3;1;2;6
263;16/05/2000;3;2;2;10
263;16/05/2000;3;2;1;12
263;16/05/2000;3;2;1;6
263;16/05/2000;3;2;1;7
263;16/05/2000;3;3;1;6
263;16/05/2000;3;3;1;7
263;16/05/2000;3;3;1;9
263;16/05/2000;3;3;2;16
263;16/05/2000;3;4;1;8
263;16/05/2000;3;4;1;12
263;16/05/2000;3;4;1;7
263;16/05/2000;3;4;1;11
263;16/05/2000;3;4;2;6
264;29/05/2000;1;1;5;6
264;29/05/2000;1;1;1;13
264;29/05/2000;1;2;1;10
264;29/05/2000;1;2;4;6
264;29/05/2000;1;2;2;7
264;29/05/2000;1;2;2;9
264;29/05/2000;1;2;3;15
264;29/05/2000;1;2;2;8
264;29/05/2000;1;3;8;6
264;29/05/2000;1;3;3;7
264;29/05/2000;1;3;8;10
264;29/05/2000;1;3;1;15
264;29/05/2000;1;3;2;23
264;29/05/2000;1;4;2;5
264;29/05/2000;1;4;2;6
264;29/05/2000;1;4;2;12
264;29/05/2000;1;4;4;10
264;29/05/2000;1;4;1;7
264;29/05/2000;2;1;1;17
264;29/05/2000;2;1;1;10
264;29/05/2000;2;1;1;8
264;29/05/2000;2;1;9;7
264;29/05/2000;2;1;5;6
264;29/05/2000;2;2;4;6
264;29/05/2000;2;2;2;8
264;29/05/2000;2;2;2;10
264;29/05/2000;2;2;2;5
264;29/05/2000;2;2;2;7
264;29/05/2000;2;3;2;12
264;29/05/2000;2;3;1;10
264;29/05/2000;2;3;4;5
264;29/05/2000;2;3;14;6
264;29/05/2000;2;4;2;10
264;29/05/2000;2;4;4;8
264;29/05/2000;2;4;11;6
264;29/05/2000;3;1;2;12
264;29/05/2000;3;1;3;13
264;29/05/2000;3;1;1;11
264;29/05/2000;3;1;4;10
264;29/05/2000;3;1;1;7
264;29/05/2000;3;2;2;10
264;29/05/2000;3;2;1;8
264;29/05/2000;3;2;1;7
264;29/05/2000;3;2;1;9
264;29/05/2000;3;2;1;11
264;29/05/2000;3;2;2;19
264;29/05/2000;3;2;4;13
264;29/05/2000;3;2;1;17
264;29/05/2000;3;2;1;15
264;29/05/2000;3;2;1;14
264;29/05/2000;3;3;2;9
264;29/05/2000;3;3;1;15
264;29/05/2000;3;3;1;13
264;29/05/2000;3;3;2;11
264;29/05/2000;3;3;1;7
264;29/05/2000;3;4;1;15
264;29/05/2000;3;4;1;20
264;29/05/2000;3;4;2;14
264;29/05/2000;3;4;1;13
264;29/05/2000;3;4;1;12
264;29/05/2000;3;4;4;9
264;29/05/2000;3;4;1;10
265;29/05/2000;4;1;2;6
265;29/05/2000;4;1;1;10
265;29/05/2000;4;2;1;14
265;29/05/2000;4;2;1;12
265;29/05/2000;4;2;1;8
265;29/05/2000;4;3;1;15
265;29/05/2000;4;3;1;12
